content,read,time,class_label
又有人恶意做空股指期货了。,201,2021/3/16 13:59,Negative
000652干,413,2021/3/16 13:59,Neutral
这是补跌吗,150,2021/3/16 14:00,Negative
涨上去的没人要，趴着不动的没人买，结论是？,150,2021/3/16 14:00,Neutral
2782见,129,2021/3/16 14:01,Neutral
反正基本是轻仓了，来吧很很砸吧、我在1500点等着你、,121,2021/3/16 14:01,Negative
涨未必咋地，跌不含糊,168,2021/3/16 14:01,Negative
鬼火冒,137,2021/3/16 14:01,Negative
完了完了,147,2021/3/16 14:02,Negative
现在是内资砸盘,205,2021/3/16 14:02,Negative
危机已现，股市加油,159,2021/3/16 14:03,Positive
太凶残了！,143,2021/3/16 14:05,Negative
李大霄说的，以后要涨的。经济看好。,165,2021/3/16 14:06,Positive
走一波跌到2600以下，百分百,186,2021/3/16 14:06,Negative
跳水比赛,155,2021/3/16 14:08,Negative
A股真在补跌，先观望为妙,198,2021/3/16 14:09,Negative
满3000减200估计这次不够啊,127,2021/3/16 14:09,Negative
大家别慌，大盘还刚开始跌,210,2021/3/16 14:10,Negative
大盘透支了今晚欧美的下跌，明天会有反攻,204,2021/3/16 14:11,Negative
上午看中兴跌停，清仓了,233,2021/3/16 14:12,Negative
李大霄:下跌是诱空！散户无需恐慌，赶快买股票！,509,2021/3/16 14:13,Negative
哈哈哈[护城河],190,2021/3/16 14:13,Neutral
减持目标价2000点,240,2021/3/16 14:14,Neutral
子弹都打光了，完了,227,2021/3/16 14:14,Negative
明天开盘破2800点，低开低开破2700点。狗熊加速跑,230,2021/3/16 14:14,Negative
牛叉…砸的好～,167,2021/3/16 14:16,Negative
这个时候卖的是坨屎,233,2021/3/16 14:17,Negative
股市代表着国家长生繁荣！,238,2021/3/16 14:17,Neutral
有本事抱抱2800破了,229,2021/3/16 14:20,Negative
机构都在借利好出货，怎么玩嘛？黑色星期一？,177,2021/3/16 14:20,Negative
2800又来了，是不是要抢筹码？,263,2021/3/16 14:20,Positive
哀股走势就是a50的复制品太形象了,214,2021/3/16 14:21,Negative
直接跌入熊市了,248,2021/3/16 14:21,Negative
不是说独立行情吗,664,2021/3/16 14:23,Neutral
尾盘不拉吗？,169,2021/3/16 14:25,Neutral
北上资金砸盘，难道我们都要看他们颜色吗,256,2021/3/16 14:26,Negative
跳水时间到，预备,168,2021/3/16 14:27,Negative
今晚美美会融断否？,348,2021/3/16 14:34,Neutral
明天去销户了,159,2021/3/16 14:34,Negative
明天会更低的,168,2021/3/16 14:34,Negative
国家队无所作为啊,754,2021/3/16 14:35,Neutral
看股吧，情绪好坏个半，看来还是震荡走势，这我就放心,160,2021/3/16 14:35,Neutral
下一波，2700点,538,2021/3/16 14:36,Neutral
我空仓，我骄傲,153,2021/3/16 14:36,Negative
北向资金跑完还要跌1000点,170,2021/3/16 14:36,Negative
扶我起来，我还能再补一点仓，韭菜芽刚破土,216,2021/3/16 14:37,Negative
加速下跌[大笑],147,2021/3/16 14:38,Negative
牛逼，周五没卖的，周一的都被割了一刀,171,2021/3/16 14:39,Negative
2440强力支撑,149,2021/3/16 14:39,Neutral
还要创新底了,181,2021/3/16 14:40,Positive
3000点全部套牢,219,2021/3/16 14:41,Negative
全部跌停吧,164,2021/3/16 14:41,Negative
吃掉昨低创新低，恐慌情绪反应过度了。减仓。,246,2021/3/16 14:42,Negative
3000,171,2021/3/16 14:43,Neutral
拉！呼叫gjd，拉起了，打爆空头,191,2021/3/16 14:44,Positive
卧槽，无情,165,2021/3/16 14:46,Negative
明天跌破2700,175,2021/3/16 14:46,Negative
我就想知道今天是为啥？,222,2021/3/16 14:47,Neutral
疫情之下，不能旅游，钱是无用之物，全世界都有疫情，,293,2021/3/16 14:47,Neutral
跌下来吸引外资来抄底,185,2021/3/16 14:47,Negative
明天抄底,188,2021/3/16 14:50,Positive
好了！这下大家在家都呆不住了！,184,2021/3/16 14:51,Neutral
打谁脸了[为什么][为什么][滴汗][滴汗],177,2021/3/16 14:51,Negative
像这样的情况！,538,2021/3/16 14:57,Neutral
终于不跌了[赞][赞][赞][赞],196,2021/3/16 14:58,Negative
明天破两千七了,255,2021/3/16 14:58,Negative
全球熊市开启，一季度业绩下滑，各位自求多福吧！今天,211,2021/3/16 14:59,Negative
早上发帖说大跌今天，有跑的吗？反正我是跑路了[胜利],176,2021/3/16 14:59,Negative
下午不得跌死？,109,2021/3/17 9:31,Negative
高开是陷井,178,2021/3/17 9:32,Negative
高开低走。低开高走才是大A[赞],125,2021/3/17 9:36,Negative
最怕高开了，有点慎得慌,171,2021/3/17 9:37,Positive
今天的高开简直了，万万没想到,169,2021/3/17 9:37,Positive
开始洗盘了？,149,2021/3/17 9:38,Positive
牛逼，起了个早赶了个市,134,2021/3/17 9:39,Positive
抄底了，李大霄又说话了。,276,2021/3/17 9:39,Positive
帅不过三秒。。。厉害威武霸气啊[亏大了],125,2021/3/17 9:39,Negative
这样还跌，这的垃圾,168,2021/3/17 9:40,Negative
国外资本想借机打压中国股市，然后再低价进入,572,2021/3/17 9:41,Negative
确实走独立行情了,203,2021/3/17 9:41,Neutral
入场速度越来越快,128,2021/3/17 9:41,Positive
美股进入熊市或是A股崛起的开端！,162,2021/3/17 9:42,Negative
太刺激了,182,2021/3/17 9:43,Neutral
空仓,181,2021/3/17 9:46,Negative
彻底摧毁散户的心理防线,286,2021/3/17 9:47,Negative
波动太猛了,176,2021/3/17 9:48,Neutral
跑。啥也不是。肯定会回到2500。冲高就是逃命,167,2021/3/17 9:48,Negative
拉高发套快走,134,2021/3/17 9:50,Negative
金陵药业国内最大种植原料中药金银花,152,2021/3/17 9:50,Neutral
又闷杀,138,2021/3/17 9:54,Negative
今天大卫，抓紧入场,179,2021/3/17 9:54,Positive
三浪调整中,158,2021/3/17 9:54,Neutral
快跑今天我们独立下跌没戏了。。。,134,2021/3/17 9:55,Negative
天天玩拉高出货可以的,155,2021/3/17 9:59,Negative
今晚美股要大反弹了，你在干嘛,180,2021/3/17 9:59,Positive
赌博点2746，买1点2716，其他不说,325,2021/3/17 10:00,Neutral
这么多所谓的老师都建议你们抄底，别错过今天上车的机,252,2021/3/17 10:00,Positive
潴一样的市场！,189,2021/3/17 10:01,Neutral
关键时刻退缩，胆小鬼！,144,2021/3/17 10:02,Negative
北向资金拉的吗,164,2021/3/17 10:03,Positive
再次给出逃的机会,145,2021/3/17 10:04,Negative
有本事跌三千点吗？,140,2021/3/17 10:08,Negative
A股能走独立行情吗[大笑],146,2021/3/17 10:09,Neutral
莫名其妙的恐慌崩盘了,183,2021/3/17 10:09,Negative
冲啊，可以抄底了,182,2021/3/17 10:12,Positive
差不多了该大涨了,179,2021/3/17 10:13,Positive
呵呵这就是慢牛？别吹了。,149,2021/3/17 10:14,Negative
中兴通讯又要跌停了。,162,2021/3/17 10:15,Negative
大肖出来走两步,166,2021/3/17 10:16,Neutral
别跌了行不行,218,2021/3/17 10:16,Negative
今天要破2600,202,2021/3/17 10:16,Negative
2685必定跌破，快点今天就能跌破，整个市场已经崩了，,172,2021/3/17 10:16,Negative
A股的风格确实不敢让人恭维,163,2021/3/17 10:16,Neutral
"庄拿别国恐慌情绪来砸股打压,怎么走出独立行情,这种操",224,2021/3/17 10:16,Negative
10.40之后会大反弹,154,2021/3/17 10:17,Positive
"a股:我tm太难了，跌也不是，涨也不是,算了我还是继续",181,2021/3/17 10:18,Neutral
真凉了,162,2021/3/17 10:18,Negative
这也不牛B了！,155,2021/3/17 10:19,Negative
黄金坑，干啊,155,2021/3/17 10:19,Negative
这个K线，就变成一个金拱门，地狱金门,176,2021/3/17 10:20,Neutral
坐稳扶好,149,2021/3/17 10:20,Neutral
静待春暖花开时,172,2021/3/17 10:20,Neutral
主力你有本事就跟美股，没本事就别装13,197,2021/3/17 10:22,Neutral
敢问路在何方?我在等大宵哥发言……,230,2021/3/17 10:23,Neutral
在跌500点也是有可能得，大a从来都是阳萎转家,171,2021/3/17 10:24,Negative
关注我，精准短底！,274,2021/3/17 10:25,Positive
看来今天要收在2766了,173,2021/3/17 10:25,Neutral
有人发布牛市警报却是熊市的头真悲催,178,2021/3/17 10:26,Negative
昨天说过大盘会跌到2719.14点，虽然帖子被别人删了，,225,2021/3/17 10:26,Negative
光刻胶概念股开盘走强，容大感光涨停，芯源微、晶瑞股,193,2021/3/17 10:31,Positive
春回大地绿茫茫，吃瓜群众心凉凉，呆到长红秋收时，抢,166,2021/3/17 10:32,Negative
美国牛市十年，现在下跌也只是正常回调，大A只有陪着,257,2021/3/17 10:33,Negative
高手死于抄底，斩仓割肉了,214,2021/3/17 10:37,Negative
国家队呢怎么不护盘？,196,2021/3/17 10:38,Neutral
满意。,213,2021/3/17 10:38,Neutral
谁会信任你？！,157,2021/3/17 10:40,Neutral
韭菜们太猛了,251,2021/3/17 10:45,Negative
回拉指数各股不见涨，有什么用,166,2021/3/17 10:47,Positive
牛!,203,2021/3/17 10:48,Positive
现在最担心的是波动太大，一不小心就埋进去了，关键我,202,2021/3/17 10:50,Negative
创业板上下折腾出货忙,467,2021/3/17 10:50,Negative
反弹不能追，只能走，大家千万小心，还要跌,264,2021/3/17 10:52,Negative
说实话，我都想扇那些砖家,155,2021/3/17 10:55,Negative
还有三层未补,163,2021/3/17 10:55,Neutral
今天指数大涨60点左右，立帖为证！,195,2021/3/17 11:01,Positive
下午开盘全埋,194,2021/3/17 11:01,Negative
每次拉高都是为了掩护大资金逃离,203,2021/3/17 11:04,Negative
拉起来啊，奥利给,194,2021/3/17 11:07,Positive
中国股市牛冠全球，大国重器[赞][赞][赞][摊手],211,2021/3/17 11:08,Positive
去你那的，等下就跌下来。。。,219,2021/3/17 11:09,Negative
现在应该是抄底时候，套的太深，已经没钱加仓了，空仓,253,2021/3/17 11:20,Negative
大A进入地板价了上上,209,2021/3/17 11:21,Positive
疫情严峻都不敢买了不知道跌到哪是头了，没有盼望了,188,2021/3/17 11:22,Negative
上午2700关前反抽，小心下午走势,264,2021/3/17 11:24,Negative
谢谢主力，为了国家荣誉你们是英雄,124,2021/3/17 13:10,Neutral
这周五下午尾盘全部梭哈。爱咋咋地吧,213,2021/3/17 13:13,Positive
鸡犬升天的行情，几百倍几千倍的市盈率都涨上天了，而,188,2021/3/17 13:17,Neutral
又一夜回到解放前,190,2021/3/17 13:18,Negative
大盘继续跌，买单不够强大，当心,220,2021/3/17 13:26,Negative
这市场，不服不行,189,2021/3/17 13:28,Neutral
又套一波,155,2021/3/17 13:28,Negative
哈哈哈，又被闷杀了吧，真是又气又笑,184,2021/3/17 13:29,Negative
和昨天一样,187,2021/3/17 13:29,Negative
北向资金持续流出看来。。。,194,2021/3/17 13:30,Negative
先行指标——美债息差,135,2021/3/17 13:30,Neutral
07年10月6124跌到现在。新股民不知道,268,2021/3/17 13:30,Negative
我要晕了，中午加仓,574,2021/3/17 13:32,Positive
跑了！跑了！,178,2021/3/17 13:33,Negative
我首先要跌回2400点，我就加仓。,195,2021/3/17 13:34,Negative
复工的复工，开学的开学，韭菜马上就没了！,206,2021/3/17 13:35,Negative
大A股最喜欢下午掉脸，因为大家都是为了蝇头小利啊,205,2021/3/17 13:35,Negative
外围不止跌，我们没戏,180,2021/3/17 13:39,Negative
怂恿咱们散户抄底的！！！！看看他们在干嘛！！他们在,223,2021/3/17 13:45,Negative
外资砸盘？,191,2021/3/17 13:46,Negative
涨停了，资金净流入显示负数，这是怎么回事？哪位大侠,432,2021/3/17 13:52,Positive
这一波2400妥妥的,191,2021/3/17 13:52,Neutral
2020熊市，熊市，大熊市！从来没有牛过。,508,2021/3/17 13:54,Negative
难道又要重复昨天的走式。,194,2021/3/17 13:58,Neutral
什么时候做空都可以赚钱,268,2021/3/17 13:59,Negative
逃啊,184,2021/3/17 14:04,Negative
阴跌更恐怖，近期最好别碰股，能割肉就割肉吧,189,2021/3/17 14:06,Negative
就缺一个大阳线拔地而起一柱擎天,169,2021/3/17 14:18,Positive
不行就下去。磨唧唧的,207,2021/3/17 14:24,Negative
你敢抄就有人敢埋！,211,2021/3/17 14:25,Negative
神奇2：30预备跳,174,2021/3/17 14:27,Negative
玛德，疫情战胜了，这股指跌到江底了。,206,2021/3/17 14:28,Negative
2点半,236,2021/3/17 14:29,Neutral
快开始表演，拉红模式开始！！！,226,2021/3/17 14:30,Positive
妈的天天阴跌,280,2021/3/17 14:35,Negative
A股还要缩量才有希望，底部震荡还得多日,205,2021/3/17 14:37,Negative
明天会不会破2700,184,2021/3/17 14:43,Neutral
只要今天不跌破2755，就是振幅越来越弱，这是空投撤退,213,2021/3/17 14:43,Negative
美期货都涨了，没必要装了，起吧,241,2021/3/17 14:44,Positive
尾盘冲上2800,202,2021/3/17 14:45,Positive
尾盘小幅拉升，诱多,273,2021/3/17 14:47,Negative
加油翻红！全世界都看着呢,226,2021/3/17 14:49,Positive
尾盘翻红！！！,214,2021/3/17 14:52,Positive
下来吧别装了，我已经习惯了,167,2021/3/18 9:32,Negative
下来吧，别装了,195,2021/3/18 9:33,Negative
都预测高开低走，主力会让你们如愿？,281,2021/3/18 9:43,Negative
七谈：风雨过后见彩虹！2020.3.18上午8:38于广东佛山,358,2021/3/18 9:46,Neutral
分时5浪够了，开始跳水吧,184,2021/3/18 9:51,Negative
高开低走不是好事，还有人会加仓吗,231,2021/3/18 9:52,Negative
大盘下一步？下一步是大涨？震荡？大跌？一，内部现在,380,2021/3/18 9:53,Neutral
上蹦下跳的明显不想让人根。,206,2021/3/18 10:00,Negative
恒指190一线多单进止损160止盈先看290,149,2021/3/18 10:02,Neutral
外资又开始了。我觉得他们就是为了空。涨的时候不动。,274,2021/3/18 10:03,Negative
小散上来，指数上,148,2021/3/18 10:03,Positive
下跌趋势中一切反弹都是诱多，记住这句话,214,2021/3/18 10:03,Negative
又套牢一批，3000的顶已焊牢，现在开始焊2800了,208,2021/3/18 10:09,Negative
日线周线月线季线kdj死叉,145,2021/3/18 10:10,Negative
小时线的缺口不补也是不行的哦,152,2021/3/18 10:11,Negative
A股加油,153,2021/3/18 10:12,Positive
拉高，砸！,143,2021/3/18 10:12,Negative
空仓，2个！月过后在来,180,2021/3/18 10:19,Negative
美股晚上拉，期指白天砸，配合的多好！,152,2021/3/18 10:19,Negative
要崩盘，快点跑,167,2021/3/18 10:20,Negative
大A独立行情，抗涨也抗跌,203,2021/3/18 10:20,Neutral
昨天不跌今天跌,171,2021/3/18 10:28,Negative
明天老道再跌二千点，股民当好老九菜,233,2021/3/18 10:34,Negative
在破位下行中，每一次反弹都是一次逃命的机会！！！不,223,2021/3/18 10:39,Negative
阴跌趋势是肯定的，不要被骗了,183,2021/3/18 10:40,Negative
千股上涨才这么个局面，明显就是都在跑路，誰进誰被埋,240,2021/3/18 10:42,Negative
严重缩量，大跌开始,201,2021/3/18 10:42,Negative
高开低走，诱多！,751,2021/3/18 10:45,Negative
不是量价齐升的个股还是小心为妙。,215,2021/3/18 11:01,Negative
老乡别走，有利好。,170,2021/3/18 11:07,Positive
机会只在5G应用和刺激内需两个领域,188,2021/3/18 11:14,Positive
就是成交量跟不上了一上午才1700来亿。,223,2021/3/18 11:25,Neutral
股票都涨不过指数！呵呵,144,2021/3/18 11:25,Positive
中信中午一喊就直线开砸了,463,2021/3/18 13:02,Negative
注意风险！美股晚上又要跌了,194,2021/3/18 13:03,Negative
午后跳水概率超大,172,2021/3/18 13:08,Negative
请高手指点为何不涨呢,177,2021/3/18 13:12,Neutral
又是玩午盘？,213,2021/3/18 13:13,Neutral
主力资金全部都在流出，各位散户，注意了，该撤就早点,277,2021/3/18 13:18,Negative
没量能支撑你咋涨啊？看看券商和银行，带头砸,179,2021/3/18 13:20,Negative
跳水表演时刻到了,178,2021/3/18 13:20,Negative
北向资金每天中午都大幅流出，意欲何为？,158,2021/3/18 13:20,Negative
大牛市哦！千古涨停！,179,2021/3/18 13:22,Positive
2680再去破一次,162,2021/3/18 13:22,Negative
还是那句话，跑跑跑,148,2021/3/18 13:22,Negative
A股怎么又跌下来了，哪个大神解惑一下,160,2021/3/18 13:23,Negative
管不住自己手的人儿，主力服务周到，全程帮你上套！！,170,2021/3/18 13:26,Negative
大A威武[大笑][大笑][大笑]方方面面你最牛逼[大笑][大,189,2021/3/18 13:26,Positive
赶紧跑，今晚美股估计熔断，明天就收割！,146,2021/3/18 13:26,Negative
几个意思？？,146,2021/3/18 13:27,Neutral
这是要补跌了呀！！！,115,2021/3/18 13:27,Negative
天天说外围外围玛德外围晚上涨了到这里还是跌,179,2021/3/18 13:27,Negative
大A砖治各种不服，活埋做多的～,203,2021/3/18 13:27,Negative
绿了，要想生活过得去，还是大盘得带绿,144,2021/3/18 13:27,Negative
不行了跑吧！,168,2021/3/18 13:28,Negative
涨2小时 10多分钟就跌下来了,115,2021/3/18 13:29,Negative
大A的鸡狗们就这尿性,160,2021/3/18 13:29,Neutral
吃面条吧,139,2021/3/18 13:30,Neutral
大咖秀精彩观点：市场热点切换，医药还能继续投资吗？,74071,2021/3/18 13:30,Neutral
这垃圾有病吧,156,2021/3/18 13:31,Negative
这半小时谁砸的盘,182,2021/3/18 13:32,Negative
股指期货结算，肯定压低结算，还想涨？,143,2021/3/18 13:32,Neutral
外面全涨了[哭][哭][哭][哭],146,2021/3/18 13:32,Positive
……改不了吃……，呵呵,133,2021/3/18 13:33,Negative
中兴跌停带来的机会,165,2021/3/18 13:34,Negative
哈哈哈哈哈哈。空仓是对的[胜利][胜利]，经得起每天早,144,2021/3/18 13:34,Negative
谁一直在做空,150,2021/3/18 13:34,Negative
天天想着到底了吧，该反弹了吧，现实往往总会狠狠的给,160,2021/3/18 13:35,Positive
急,139,2021/3/18 13:40,Negative
今天得套了多少人,175,2021/3/18 13:41,Negative
癌股没救了,185,2021/3/18 13:42,Negative
卧槽。无情啊,135,2021/3/18 13:43,Negative
5天线都没碰到就向下，说明市场太弱了。等MACd拐头吧,181,2021/3/18 13:44,Negative
大盘这几天下来不停缩量，资金一直在出逃避险！！！,213,2021/3/18 13:44,Negative
没有系统性风险，阴跌不止，直至与国际接轨。,143,2021/3/18 13:46,Negative
短时间爆发性上涨可能性较低，随着其他市场暴跌——“,168,2021/3/18 13:49,Negative
喔噻，天天跌，都不带反弹的,257,2021/3/18 13:53,Negative
真坑人啊！,128,2021/3/18 13:54,Negative
3650欢迎你,151,2021/3/18 13:56,Neutral
上涨无力，下跌牛逼,222,2021/3/18 13:57,Negative
忍住手就对了，欧洲和美国疫情目前还没有稳定，而且高,514,2021/3/18 13:57,Neutral
准备影响晚上的美股到熔断？,159,2021/3/18 13:57,Negative
冲高回落，让韭菜们都又割肉咯，股市里好坚难，拜拜了,252,2021/3/18 13:58,Negative
又完犊子了，沒好了！,224,2021/3/18 13:58,Negative
看到了吗？我早上就说了还得跌，现在不是埋韭菜埋机构,250,2021/3/18 13:59,Negative
按美股的跌幅，大A应该在2000点。美股从3万点跌到了2,663,2021/3/18 14:00,Negative
韭菜的我就想知道发生了什么,218,2021/3/18 14:00,Negative
开始慢慢阴跌了，守纪律，放弃幻想，撤退，重要的事说,270,2021/3/18 14:01,Negative
不妙了，又跌了！,202,2021/3/18 14:02,Negative
大家不觉得如果受外围影响这么大，A股没可能涨吗。,196,2021/3/18 14:02,Neutral
又要大跌了,228,2021/3/18 14:02,Negative
什么时候翻本[哭][哭],239,2021/3/18 14:06,Neutral
感觉明天会低开额。。美股今晚又不能咋样,163,2021/3/18 14:06,Negative
又懂行点的，看看,158,2021/3/18 14:07,Neutral
敢买也是要有胆量的，明知道美国股市还要跌！期指已经,476,2021/3/18 14:07,Negative
目标2440,196,2021/3/18 14:08,Neutral
3月24日跌到2600以下！,208,2021/3/18 14:08,Negative
这过山车坐的有点头晕，我要下车，今天周三，周四周五,303,2021/3/18 14:09,Negative
跌的太少了，一天跌200点，几天就跌到位了，然后反弹1,156,2021/3/18 14:11,Negative
今天不绿盘你是孙子，拉红你更孙子,152,2021/3/18 14:11,Negative
还要d啊,164,2021/3/18 14:11,Neutral
看看券商，又砸盘了，栋梁啊,200,2021/3/18 14:12,Negative
不禁止券商做空不知道何时是头，搅屎棍券商,247,2021/3/18 14:12,Negative
哥还空仓，哥的分析是正确地,240,2021/3/18 14:14,Negative
先不要操作，看看能不能踩破昨天2720的底部位置，回踩,291,2021/3/18 14:14,Neutral
够日的Ａ股天天阴跌,176,2021/3/18 14:14,Negative
大盘拉高跳水套人真黑！,157,2021/3/18 14:15,Negative
远离股市远离毒品,156,2021/3/18 14:16,Negative
八连跌有可能,226,2021/3/18 14:16,Negative
毒立行情。哈哈哈哈。[大笑][大笑][大笑][大笑],300,2021/3/18 14:17,Negative
每次都是简单的老套路，但是每次都好用，因为人性贪婪,236,2021/3/18 14:17,Negative
银行，券商带头砸盘为哪般？,250,2021/3/18 14:18,Negative
到了2686才能止跌，慢慢等有钱赚！,214,2021/3/18 14:19,Negative
就这么准,180,2021/3/18 14:22,Neutral
大力出奇迹,159,2021/3/18 14:22,Neutral
中国股市涨停欢迎,168,2021/3/18 14:23,Positive
这是在玩跑的快吗？,158,2021/3/18 14:23,Negative
今天有可能破7，继续点赞,169,2021/3/18 14:23,Negative
重大新闻，你们没看到吗？冲啊,137,2021/3/18 14:24,Positive
这是严重的操纵行为！必须严禁做空！,216,2021/3/18 14:24,Negative
什么玩意,162,2021/3/18 14:24,Neutral
今天应该又套了一大片？,196,2021/3/18 14:24,Negative
有时候真需要空仓休息一段时间，你会发现即使你看好的,327,2021/3/18 14:26,Negative
14点40快速拉升，立贴观证。,222,2021/3/18 14:27,Positive
快跑快跑，老乡快逃命，26号再抄底,151,2021/3/18 14:27,Negative
明天先见2685！,174,2021/3/18 14:29,Neutral
今日A股没被拉起，晚上美股又完蛋！,221,2021/3/18 14:29,Negative
大盘缩量下跌放缓，可以小仓位布局一部分。不必太恐慌,326,2021/3/18 14:30,Negative
太吓人了，跌个没完，大涨为大跌，小涨为大跌，怎么都,334,2021/3/18 14:31,Negative
中国股神们，都去哪里了。,376,2021/3/18 14:31,Neutral
今晚美股还会红盘,212,2021/3/18 14:34,Positive
不过是增加恐慌，明天还是机会大于风险,180,2021/3/18 14:35,Positive
道指高高在上你去追，上证在地下你不捡！,344,2021/3/18 14:36,Negative
后面会继续下跌、目前不能抄底,315,2021/3/18 14:37,Negative
撑不住,198,2021/3/18 14:41,Negative
这也太弱鸡了吧，一下午就这样子衰。[成交],196,2021/3/18 14:42,Negative
避风港，去你大爷的,227,2021/3/18 14:46,Neutral
明天破2700概率非常大[大笑][大笑][加油][加油][加油],796,2021/3/18 14:46,Negative
看外面风太大了，24企稳！,205,2021/3/18 14:49,Neutral
中国股市要不要去2000点？,164,2021/3/18 14:49,Neutral
我求求你了，不要在骗散户了，艹,171,2021/3/18 14:50,Negative
在不卖出做好长期准备吧，四年五年少不了。,191,2021/3/18 14:51,Neutral
天天这么个跌,167,2021/3/18 14:51,Negative
呵呵呵，谁说啥？,252,2021/3/18 14:51,Neutral
高开低走又坑了我一把,196,2021/3/18 14:53,Negative
服了you,147,2021/3/18 14:54,Neutral
疯了，不停的跌,170,2021/3/18 14:55,Negative
终于到下午3点了,166,2021/3/18 15:00,Neutral
又被玩坏,143,2021/3/19 9:31,Negative
谁被高估了，谁被低估了，一目了然。,272,2021/3/19 9:32,Neutral
又是腥风血雨的一天,167,2021/3/19 9:34,Negative
可能要大涨。,172,2021/3/19 9:34,Positive
是骡子是马拿出来遛遛，成败在此一举！！！！！这个就,1761,2021/3/19 9:35,Neutral
现在的行情就是见红就跑,176,2021/3/19 9:35,Negative
每次都是上午给点希望，下午就发套,161,2021/3/19 9:35,Negative
跌至2498开始翻红,192,2021/3/19 9:37,Positive
放心，红不了多一会，马上下来,181,2021/3/19 9:40,Negative
都是散户，不要进，现在资金净流出,133,2021/3/19 9:40,Negative
虚撑，还是落，2400点才实在！,149,2021/3/19 9:40,Negative
转发,164,2021/3/19 9:40,Neutral
为国护盘，卖房买入,345,2021/3/19 9:42,Positive
呵呵，避风港来了就留下吧，想出去没那么简单,157,2021/3/19 9:43,Neutral
下来吧，跌破2638,109,2021/3/19 9:43,Negative
等南下傻瓜资金卖出，北上聪明资金买入，才是大底形成,159,2021/3/19 9:44,Positive
这波破1800，风险太大了,142,2021/3/19 9:46,Negative
坐等破2700,140,2021/3/19 9:46,Negative
2650点,138,2021/3/19 9:47,Neutral
之前做市完成，已经复工复产了，好了，你可以好好的随,149,2021/3/19 9:47,Neutral
大盘肯定崩了，底在哪？,135,2021/3/19 9:48,Negative
像这样跌以后谁还好敢买股票哦,152,2021/3/19 9:49,Negative
机构真狠,176,2021/3/19 9:49,Negative
中国股市老师这样干就没意思了,152,2021/3/19 9:49,Neutral
我还是高估的癌股垃圾的程度，还以为今天能苟延残喘的,134,2021/3/19 9:50,Negative
劝大家挣到钱，这波结束知道离开，不要再来。,353,2021/3/19 9:51,Negative
北上资金不是跑的欢嘛？今天中风了？跑不起来了？,244,2021/3/19 9:53,Negative
还要跌多久,150,2021/3/19 9:56,Negative
2500点等你,141,2021/3/19 9:57,Neutral
买啥啊，跑还来不及,138,2021/3/19 9:58,Negative
不到2500不罢休,94,2021/3/19 10:01,Negative
等待崩盘癌股第一,128,2021/3/19 10:05,Negative
高开低走，低开低走，永恒不变,105,2021/3/19 10:06,Negative
跌破2700了,123,2021/3/19 10:06,Negative
跌吧，狠狠地跌下去,127,2021/3/19 10:07,Negative
快跌，一朝回到解放前，靠。。。,145,2021/3/19 10:08,Negative
跌4点跑了300313，买000701,174,2021/3/19 10:08,Negative
大盘必跌因为券商股票还在顶上,128,2021/3/19 10:09,Negative
差不多极限了,176,2021/3/19 10:09,Neutral
来吧，破前低在上,206,2021/3/19 10:10,Negative
破掉2685，破掉2685  破掉2685，破掉2685,131,2021/3/19 10:10,Negative
"尊重市场,合理控制风险，全球股市打七折，死扛着不是",158,2021/3/19 10:10,Negative
战役底,135,2021/3/19 10:10,Positive
不破前低不会涨了！,158,2021/3/19 10:10,Negative
准备进入没支撑下跌趋势,131,2021/3/19 10:13,Negative
要试探2685防线了[亏大了],113,2021/3/19 10:14,Negative
不要接下跌中飞刀，永远都不要。,167,2021/3/19 10:14,Negative
2700能不能守住？,379,2021/3/19 10:15,Neutral
a50拉爆空头,158,2021/3/19 10:16,Positive
我好苦啊,423,2021/3/19 10:16,Negative
能清则清，破俩钱不是梦。,167,2021/3/19 10:18,Negative
目标1800,149,2021/3/19 10:20,Neutral
大盘指数今天会不会跌破2685，看午后消息面了,251,2021/3/19 10:22,Neutral
拐点就在这两天！！！,126,2021/3/19 10:23,Positive
美股期货再次离熔断不远了,142,2021/3/19 10:24,Negative
A股真有意思,137,2021/3/19 10:26,Neutral
别的不知道，何帅前天加仓了。我也加仓。,181,2021/3/19 10:27,Positive
破2543。。,134,2021/3/19 10:27,Negative
烂泥巴扶不上壁,142,2021/3/19 10:28,Negative
破位！继续加速下跌,142,2021/3/19 10:28,Negative
最佳抄底机会就在2693,124,2021/3/19 10:28,Positive
大底，满仓杀入，吃大肉,154,2021/3/19 10:28,Positive
20200319-2685点能撑住那么？2690啦,143,2021/3/19 10:29,Neutral
这几天头条推送的小视频是大时代，一瞅这破电影片段，,153,2021/3/19 10:29,Neutral
今天破不了2685的，会给你抄底的机会，周五拉一拉，周,198,2021/3/19 10:30,Positive
下跌，大A从不缺席,143,2021/3/19 10:31,Negative
开始建仓,121,2021/3/19 10:31,Positive
这个架势，今天要跌停？,115,2021/3/19 10:32,Negative
二千5可能,141,2021/3/19 10:32,Neutral
即将破新低，见证奇迹的时刻到了。,186,2021/3/19 10:32,Negative
求破08历史大底,137,2021/3/19 10:32,Negative
婴儿底钻石底什么什么低！统统打脸,188,2021/3/19 10:33,Negative
20年前也是这个位置啊！,169,2021/3/19 10:33,Neutral
